[0, 9543387, 9543387, 1, 0, 6]
[0, 11498952, 11498952, 1, 0, 6]
[0, 14276232, 14210696, 1, 0, 6]
[0, 10814831, 10814831, 1, 0, 6]
[0, 10354319, 10288783, 1, 0, 6]
[0, 4924296, 4924296, 1, 0, 6]
[0, 873658, 808122, 1, 0, 6]
[0, 1673839, 1673839, 1, 0, 6]
[0, 4825640, 4825640, 1, 0, 6]
[0, 6360203, 6360203, 1, 0, 6]
[0, 13224518, 13158982, 1, 0, 6]
[0, 3473581, 3408045, 1, 0, 6]
[0, 2207292, 2207292, 1, 0, 6]
[0, 12266235, 12200699, 1, 0, 6]
[0, 9699298, 9699298, 1, 0, 6]
[0, 11372284, 11306748, 1, 0, 6]
[0, 2867927, 2867927, 1, 0, 6]
[0, 9819614, 9819614, 1, 0, 6]
[0, 2860588, 2795052, 1, 0, 6]
[0, 12017201, 11951665, 1, 0, 6]
[0, 10202700, 10137164, 1, 0, 6]
[0, 8625449, 8559913, 1, 0, 6]
[0, 6892927, 6827391, 1, 0, 6]
[0, 7330707, 7265171, 1, 0, 6]
[0, 11007055, 11007055, 1, 0, 6]
[0, 11469244, 11403708, 1, 0, 6]
[0, 12404432, 12404432, 1, 0, 6]
[0, 6638851, 6638851, 1, 0, 6]
[0, 1144019, 1078483, 1, 0, 6]
[0, 9923414, 9923414, 1, 0, 6]
[0, 2587728, 2522192, 1, 0, 6]
[0, 15851991, 15786455, 1, 0, 6]
[0, 8733447, 8733447, 1, 0, 6]
[0, 13891653, 13891653, 1, 0, 6]
[0, 634822, 634822, 1, 0, 6]
[0, 1691754, 1626218, 1, 0, 6]
[0, 4395807, 4330271, 1, 0, 6]
[0, 8765383, 8765383, 1, 0, 6]
[0, 1804321, 1738785, 1, 0, 6]
[0, 2195010, 2129474, 1, 0, 6]
[0, 5755453, 5689917, 1, 0, 6]
[0, 5617124, 5617124, 1, 0, 6]
[0, 466494, 466494, 1, 0, 6]
[0, 2700979, 2635443, 1, 0, 6]
[0, 12802608, 12802608, 1, 0, 6]
[0, 4315161, 4315161, 1, 0, 6]
[0, 10595164, 10529628, 1, 0, 6]
[0, 5202608, 5137072, 1, 0, 6]
[0, 16478949, 16478949, 1, 0, 6]
[0, 2830216, 2764680, 1, 0, 6]
[0, 870406, 804870, 1, 0, 6]
[0, 9404263, 9338727, 1, 0, 6]
[0, 5327087, 5327087, 1, 0, 6]
[0, 4155230, 4155230, 1, 0, 6]
[0, 9819964, 9754428, 1, 0, 6]
[0, 13057816, 13057816, 1, 0, 6]
[0, 650362, 584826, 1, 0, 6]
[0, 2166235, 2100699, 1, 0, 6]
[0, 15027247, 15027247, 1, 0, 6]
[0, 9373150, 9373150, 1, 0, 6]
[0, 10708826, 10643290, 1, 0, 6]
[0, 15070140, 15070140, 1, 0, 6]
[0, 2565700, 2500164, 1, 0, 6]
[0, 2466765, 2466765, 1, 0, 6]
[0, 3661239, 3595703, 1, 0, 6]
[0, 13608453, 13542917, 1, 0, 6]
[0, 10335768, 10335768, 1, 0, 6]
[0, 4715755, 4715755, 1, 0, 6]
[0, 4439088, 4439088, 1, 0, 6]
[0, 7548267, 7482731, 1, 0, 6]
[0, 1553221, 1553221, 1, 0, 6]
[0, 1304917, 1304917, 1, 0, 6]
[0, 15678431, 15612895, 1, 0, 6]
[0, 10051283, 9985747, 1, 0, 6]
[0, 9433160, 9433160, 1, 0, 6]
[0, 1298059, 1298059, 1, 0, 6]
[0, 2976734, 2911198, 1, 0, 6]
[0, 5370394, 5304858, 1, 0, 6]
[0, 10872105, 10872105, 1, 0, 6]
[0, 4923837, 4923837, 1, 0, 6]
[0, 6155383, 6155383, 1, 0, 6]
[0, 6680574, 6680574, 1, 0, 6]
[0, 8860486, 8794950, 1, 0, 6]
[0, 8980472, 8914936, 1, 0, 6]
[0, 13354168, 13288632, 1, 0, 6]
[0, 5312547, 5247011, 1, 0, 6]
[0, 2047170, 2047170, 1, 0, 6]
[0, 1262901, 1197365, 1, 0, 6]
[0, 15856379, 15790843, 1, 0, 6]
[0, 9268476, 9202940, 1, 0, 6]
[0, 1789613, 1789613, 1, 0, 6]
[0, 14245308, 14179772, 1, 0, 6]
[0, 9010394, 8944858, 1, 0, 6]
[0, 15937931, 15872395, 1, 0, 6]
[0, 9698825, 9698825, 1, 0, 6]
[0, 11911656, 11911656, 1, 0, 6]
[0, 10172502, 10172502, 1, 0, 6]
[0, 2225953, 2225953, 1, 0, 6]
[0, 13612283, 13612283, 1, 0, 6]
[0, 1676280, 1676280, 1, 0, 6]
[0, 8102676, 8102676, 1, 0, 6]
[0, 729006, 663470, 1, 0, 6]
[0, 2466664, 2401128, 1, 0, 6]
[0, 4976888, 4976888, 1, 0, 6]
[0, 2615087, 2549551, 1, 0, 6]
[0, 10067575, 10067575, 1, 0, 6]
[0, 13725876, 13725876, 1, 0, 6]
[0, 6406821, 6406821, 1, 0, 6]
[0, 14228026, 14228026, 1, 0, 6]
[0, 8905801, 8905801, 1, 0, 6]
[0, 15826650, 15761114, 1, 0, 6]
[0, 772725, 707189, 1, 0, 6]
[0, 5858944, 5858944, 1, 0, 6]
[0, 8207463, 8141927, 1, 0, 6]
[0, 12024062, 11958526, 1, 0, 6]
[0, 7299981, 7299981, 1, 0, 6]
[0, 4817829, 4817829, 1, 0, 6]
[0, 10046635, 9981099, 1, 0, 6]
[0, 10310222, 10310222, 1, 0, 6]
[0, 15556137, 15556137, 1, 0, 6]
[0, 11212870, 11147334, 1, 0, 6]
[0, 14938497, 14938497, 1, 0, 6]
[0, 5592795, 5592795, 1, 0, 6]
[0, 11754668, 11689132, 1, 0, 6]
interruzione
